"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW 1.0.4"
"Number of resources"	1765
"Resource Type"	"ID"	"Name"	"Width"	"Height"	"Filename"	"End-of-resource"
"pict"	6264	"Phase Cannon"	100	100	"Picts\\pict6033.bmp"	"EOR"
"pict"	6265	"Rear Phase Cannon"	100	100	"Picts\\pict6034.bmp"	"EOR"
"pict"	6266	"Swivel Phase Cannon"	100	100	"Picts\\pict6035.bmp"	"EOR"
"pict"	6267	"Phase Turret"	100	100	"Picts\\pict6036.bmp"	"EOR"
"pict"	6268	"Regional Map"	100	100	"Picts\\pict6037.bmp"	"EOR"
"pict"	6269	"SAD Launcher"	100	100	"Picts\\pict6038.bmp"	"EOR"
"pict"	6270	"SAD Module"	100	100	"Picts\\pict6039.bmp"	"EOR"
"pict"	6271	"Fuel Scoop"	100	100	"Picts\\pict6040.bmp"	"EOR"
"pict"	6272	"Auto-refueller"	100	100	"Picts\\pict6041.bmp"	"EOR"
"pict"	6273	"Phased Beam"	100	100	"Picts\\pict6042.bmp"	"EOR"
"pict"	6274	"Azdara Bay"	100	100	"Picts\\pict6043.bmp"	"EOR"
"pict"	6275	"Azdara"	100	100	"Picts\\pict6044.bmp"	"EOR"
"pict"	6276	"Crescent Fighter Bay"	100	100	"Picts\\pict6045.bmp"	"EOR"
"pict"	6277	"Strand Fighter"	100	100	"Picts\\pict6046.bmp"	"EOR"
"pict"	6278	"Miranu Defence System"	100	100	"Picts\\pict6047.bmp"	"EOR"
"pict"	6279	"Miranu Defence Pod"	100	100	"Picts\\pict6048.bmp"	"EOR"
"pict"	6280	"Dispersal Rocket Launcher"	100	100	"Picts\\pict6049.bmp"	"EOR"
"pict"	6281	"Dispersal Rocket"	100	100	"Picts\\pict6050.bmp"	"EOR"
"pict"	6282	"Thrust Upgrade"	100	100	"Picts\\pict6051.bmp"	"EOR"
"pict"	6283	"Shield Enhancer"	100	100	"Picts\\pict6052.bmp"	"EOR"
"pict"	6285	"Zidagar Fighter"	100	100	"Picts\\pict6054.bmp"	"EOR"
"pict"	6286	"Engine Upgrade"	100	100	"Picts\\pict6055.bmp"	"EOR"
"pict"	6287	"Emalgha Cannon"	100	100	"Picts\\pict6056.bmp"	"EOR"
"pict"	6288	"Emalgha Turret"	100	100	"Picts\\pict6057.bmp"	"EOR"
"pict"	6289	"Freighter to Warship Upgrade"	100	100	"Picts\\pict6058.bmp"	"EOR"
"pict"	6290	"Mass Expansion"	100	100	"Picts\\pict6059.bmp"	"EOR"
"pict"	6291	"Cargo Expansion"	100	100	"Picts\\pict6060.bmp"	"EOR"
"pict"	6292	"Shield Generator"	100	100	"Picts\\pict6061.bmp"	"EOR"
"pict"	6293	"ECM System"	100	100	"Picts\\pict6062.bmp"	"EOR"
"pict"	6294	"RCS Upgrade"	100	100	"Picts\\pict6063.bmp"	"EOR"
"pict"	6295	"Azdgari Upgrade"	100	100	"Picts\\pict6064.bmp"	"EOR"
"pict"	6296	"Pursuit Missile Launcher"	100	100	"Picts\\pict6065.bmp"	"EOR"
"pict"	6297	"Pursuit Missile"	100	100	"Picts\\pict6066.bmp"	"EOR"
"pict"	6298	"Tractor Beam"	100	100	"Picts\\pict6067.bmp"	"EOR"
"pict"	6299	"Repulsor Beam"	100	100	"Picts\\pict6068.bmp"	"EOR"
"pict"	6301	"Systems Upgrade"	100	100	"Picts\\pict6070.bmp"	"EOR"
"pict"	6302	"Zidagar ECM System"	100	100	"Picts\\pict6071.bmp"	"EOR"
"pict"	6303	"SAE Module Launcher"	100	100	"Picts\\pict6072.bmp"	"EOR"
"pict"	6304	"SAE Module"	100	100	"Picts\\pict6073.bmp"	"EOR"
"pict"	3287	"Shuttle"	128	64	"Picts\\pict3000.bmp"	"EOR"
"pict"	5287	"Shipyard"	100	100	"Picts\\pict5000.bmp"	"EOR"
"pict"	3288	"UE Freighter"	128	64	"Picts\\pict3001.bmp"	"EOR"
"pict"	5288	"UE Freighter"	100	100	"Picts\\pict5001.bmp"	"EOR"
"pict"	3289	"UE Fighter"	128	64	"Picts\\pict3002.bmp"	"EOR"
"pict"	5289	"UE Fighter"	100	100	"Picts\\pict5002.bmp"	"EOR"
"pict"	3290	"UE Destroyer"	128	64	"Picts\\pict3003.bmp"	"EOR"
"pict"	5290	"UE Destroyer"	100	100	"Picts\\pict5003.bmp"	"EOR"
"pict"	3291	"UE Carrier"	128	64	"Picts\\pict3004.bmp"	"EOR"
"pict"	5291	"UE Carrier"	100	100	"Picts\\pict5004.bmp"	"EOR"
"pict"	3292	"Voinian Supply Ship"	128	64	"Picts\\pict3005.bmp"	"EOR"
"pict"	5292	"Voinian Supply Ship"	100	100	"Picts\\pict5005.bmp"	"EOR"
"pict"	3293	"Voinian Heavy Fighter"	128	64	"Picts\\pict3006.bmp"	"EOR"
"pict"	5293	"Voinian Heavy Fighter"	100	100	"Picts\\pict5006.bmp"	"EOR"
"pict"	3294	"Voinian Frigate"	128	64	"Picts\\pict3007.bmp"	"EOR"
"pict"	5294	"Voinian Frigate"	100	100	"Picts\\pict5007.bmp"	"EOR"
"pict"	3295	"Voinian Cruiser"	128	64	"Picts\\pict3008.bmp"	"EOR"
"pict"	5295	"Voinian Cruiser"	100	100	"Picts\\pict5008.bmp"	"EOR"
"pict"	3296	"Scoutship"	128	64	"Picts\\pict3009.bmp"	"EOR"
"pict"	5296	"Scoutship"	100	100	"Picts\\pict5009.bmp"	"EOR"
"pict"	3297	"Freight-courier"	128	64	"Picts\\pict3010.bmp"	"EOR"
"pict"	5297	"Freight-courier"	100	100	"Picts\\pict5010.bmp"	"EOR"
"pict"	3298	"Voinian Dreadnought"	128	64	"Picts\\pict3011.bmp"	"EOR"
"pict"	5298	"Voinian Dreadnought"	100	100	"Picts\\pict5011.bmp"	"EOR"
"pict"	3299	"Voinian Interceptor"	128	64	"Picts\\pict3012.bmp"	"EOR"
"pict"	5299	"Voinian Interceptor"	100	100	"Picts\\pict5012.bmp"	"EOR"
"pict"	3300	"Krait"	128	64	"Picts\\pict3013.bmp"	"EOR"
"pict"	5300	"Krait"	100	100	"Picts\\pict5013.bmp"	"EOR"
"pict"	3301	"Turncoat"	128	64	"Picts\\pict3014.bmp"	"EOR"
"pict"	5301	"Turncoat"	100	100	"Picts\\pict5014.bmp"	"EOR"
"pict"	3302	"Helian"	128	64	"Picts\\pict3015.bmp"	"EOR"
"pict"	5302	"Helian"	100	100	"Picts\\pict5015.bmp"	"EOR"
"pict"	3303	"UE Cruiser"	128	64	"Picts\\pict3016.bmp"	"EOR"
"pict"	5303	"UE Cruiser"	100	100	"Picts\\pict5016.bmp"	"EOR"
"pict"	3304	"The Nadir"	128	64	"Picts\\pict3017.bmp"	"EOR"
"pict"	5304	"Turncoat"	100	100	"Picts\\pict5017.bmp"	"EOR"
"pict"	3305	"Miranu Courier"	128	64	"Picts\\pict3018.bmp"	"EOR"
"pict"	5305	"Miranu Courier"	100	100	"Picts\\pict5018.bmp"	"EOR"
"pict"	3306	"Miranu Freighter"	128	64	"Picts\\pict3019.bmp"	"EOR"
"pict"	5306	"Miranu Freighter"	100	100	"Picts\\pict5019.bmp"	"EOR"
"pict"	3307	"Miranu Heavy Freighter"	128	64	"Picts\\pict3020.bmp"	"EOR"
"pict"	5307	"Miranu Heavy Freighter"	100	100	"Picts\\pict5020.bmp"	"EOR"
"pict"	3308	"Crescent Fighter"	128	64	"Picts\\pict3021.bmp"	"EOR"
"pict"	5308	"Crescent Fighter"	100	100	"Picts\\pict5021.bmp"	"EOR"
"pict"	3309	"Arada"	128	64	"Picts\\pict3022.bmp"	"EOR"
"pict"	5309	"Arada"	100	100	"Picts\\pict5022.bmp"	"EOR"
"pict"	3310	"Crescent Warship"	128	64	"Picts\\pict3023.bmp"	"EOR"
"pict"	5310	"Crescent Warship"	100	100	"Picts\\pict5023.bmp"	"EOR"
"pict"	3311	"Zidara"	128	64	"Picts\\pict3024.bmp"	"EOR"
"pict"	5311	"Zidara"	100	100	"Picts\\pict5024.bmp"	"EOR"
"pict"	3312	"Azdara"	128	64	"Picts\\pict3025.bmp"	"EOR"
"pict"	5312	"Azdara"	100	100	"Picts\\pict5025.bmp"	"EOR"
"pict"	3313	"Igazra"	128	64	"Picts\\pict3026.bmp"	"EOR"
"pict"	5313	"Igazra"	100	100	"Picts\\pict5026.bmp"	"EOR"
"pict"	3314	"Azdgari Warship"	128	64	"Picts\\pict3027.bmp"	"EOR"
"pict"	5314	"Azdgari Warship"	100	100	"Picts\\pict5027.bmp"	"EOR"
"pict"	3315	"Renegade Arada"	128	64	"Picts\\pict3028.bmp"	"EOR"
"pict"	5315	"Renegade Arada"	100	100	"Picts\\pict5028.bmp"	"EOR"
"pict"	3316	"Azdgari Arada"	128	64	"Picts\\pict3029.bmp"	"EOR"
"pict"	5316	"Azdgari Arada"	100	100	"Picts\\pict5029.bmp"	"EOR"
"pict"	3317	"Zidagar Fighter"	128	64	"Picts\\pict3030.bmp"	"EOR"
"pict"	5317	"Zidagar Fighter"	100	100	"Picts\\pict5030.bmp"	"EOR"
"pict"	3318	"Emalgha Fighter"	128	64	"Picts\\pict3031.bmp"	"EOR"
"pict"	5318	"Emalgha Fighter"	100	100	"Picts\\pict5031.bmp"	"EOR"
"pict"	3319	"Emalgha Freighter"	128	64	"Picts\\pict3032.bmp"	"EOR"
"pict"	5319	"Emalgha Freighter"	100	100	"Picts\\pict5032.bmp"	"EOR"
"pict"	3320	"Emalgha Warship"	128	64	"Picts\\pict3033.bmp"	"EOR"
"pict"	5320	"Emalgha Warship"	100	100	"Picts\\pict5033.bmp"	"EOR"
"pict"	3321	"Miranu Gunship"	128	64	"Picts\\pict3034.bmp"	"EOR"
"pict"	5321	"Miranu Gunship"	100	100	"Picts\\pict5034.bmp"	"EOR"
"pict"	3322	"Merchant Arada"	128	64	"Picts\\pict3035.bmp"	"EOR"
"pict"	3323	"Igadzra Arada"	128	64	"Picts\\pict3036.bmp"	"EOR"
"pict"	3324	"Zachit Arada"	128	64	"Picts\\pict3037.bmp"	"EOR"
"pict"	3325	"Zachit Fighter"	128	64	"Picts\\pict3038.bmp"	"EOR"
"pict"	3327	"Proto Azdara"	128	64	"Picts\\pict3040.bmp"	"EOR"
"pict"	3328	"En. Azdara"	128	64	"Picts\\pict3041.bmp"	"EOR"
"pict"	3329	"En. Arada"	128	64	"Picts\\pict3042.bmp"	"EOR"
"pict"	3330	"Turncoat"	128	64	"Picts\\pict3043.bmp"	"EOR"
"pict"	3331	"Mod. Igazra"	128	64	"Picts\\pict3044.bmp"	"EOR"
"pict"	3332	"Lazira"	128	64	"Picts\\pict3045.bmp"	"EOR"
"pict"	5332	"Lazira"	100	100	"Picts\\pict5045.bmp"	"EOR"
"pict"	3333	"Cargo Transporter"	128	64	"Picts\\pict3046.bmp"	"EOR"
"pict"	5333	"Cargo Transporter"	100	100	"Picts\\pict5046.bmp"	"EOR"
"pict"	10025	""	333	271	"Picts\\pict10019.bmp"	"EOR"
"pict"	10050	""	333	271	"Picts\\pict10022.bmp"	"EOR"
"pict"	10065	""	333	271	"Picts\\pict10009.bmp"	"EOR"
"pict"	10052	""	333	271	"Picts\\pict10006.bmp"	"EOR"
"pict"	10058	""	333	271	"Picts\\pict10007.bmp"	"EOR"
"pict"	10005	""	333	271	"Picts\\pict10005.bmp"	"EOR"
"pict"	10061	""	333	271	"Picts\\pict10020.bmp"	"EOR"
"pict"	10061	""	333	271	"Picts\\pict10020.bmp"	"EOR"
"pict"	10067	""	333	271	"Picts\\pict10021.bmp"	"EOR"
"pict"	10068	""	333	271	"Picts\\pict10016.bmp"	"EOR"
"pict"	10067	""	333	271	"Picts\\pict10021.bmp"	"EOR"
"pict"	10065	""	333	271	"Picts\\pict10009.bmp"	"EOR"
"pict"	10066	""	333	271	"Picts\\pict10013.bmp"	"EOR"
"pict"	10067	""	333	271	"Picts\\pict10021.bmp"	"EOR"
"pict"	10068	""	333	271	"Picts\\pict10016.bmp"	"EOR"
"pict"	9528	"Nebulae"	90	90	"Picts\\pict9500.bmp"	"EOR"
"pict"	9529	""	180	180	"Picts\\pict9501.bmp"	"EOR"
"pict"	9530	""	360	360	"Picts\\pict9502.bmp"	"EOR"
"pict"	9535	"Proxima nebula"	90	90	"Picts\\pict9507.bmp"	"EOR"
"pict"	9536	""	180	180	"Picts\\pict9508.bmp"	"EOR"
"pict"	9537	""	360	360	"Picts\\pict9509.bmp"	"EOR"
"pict"	9542	"North Tip belt"	180	90	"Picts\\pict9514.bmp"	"EOR"
"pict"	9543	""	360	180	"Picts\\pict9515.bmp"	"EOR"
"pict"	9544	""	720	360	"Picts\\pict9516.bmp"	"EOR"

"Resource Type"	"ID"	"Name"	"Width"	"Height"	"Frames"	"X Frames"	"Image Filename"	"Mask Filename"	"End-of-resource"
"rleD"	246	"Small Explosion"	16	12	8	6	"RleDs\\rleD_4000.bmp"	"RleDs\\rleDmask4000.bmp"	"EOR"
"rleD"	248	"Med Explosion"	32	26	8	6	"RleDs\\rleD_4002.bmp"	"RleDs\\rleDmask4002.bmp"	"EOR"
"rleD"	250	"Large Explosion"	32	32	8	6	"RleDs\\rleD_4004.bmp"	"RleDs\\rleDmask4004.bmp"	"EOR"
"rleD"	252	"Blaze fire"	8	8	36	6	"RleDs\\rleD_210.bmp"	"RleDs\\rleDmask210.bmp"	"EOR"
"rleD"	254	"Neutron blast"	8	8	36	6	"RleDs\\rleD_200.bmp"	"RleDs\\rleDmask200.bmp"	"EOR"
"rleD"	256	"Phase fire"	8	8	36	6	"RleDs\\rleD_202.bmp"	"RleDs\\rleDmask202.bmp"	"EOR"
"rleD"	258	"Defence Pod"	16	16	36	6	"RleDs\\rleD_204.bmp"	"RleDs\\rleDmask204.bmp"	"EOR"
"rleD"	260	"Disp. Rocket"	24	24	36	6	"RleDs\\rleD_206.bmp"	"RleDs\\rleDmask206.bmp"	"EOR"
"rleD"	262	"Emalgha shell"	8	8	36	6	"RleDs\\rleD_208.bmp"	"RleDs\\rleDmask208.bmp"	"EOR"
"rleD"	266	"Rocket"	24	24	36	6	"RleDs\\rleD_212.bmp"	"RleDs\\rleDmask212.bmp"	"EOR"
"rleD"	268	"Space Mine"	16	16	36	6	"RleDs\\rleD_214.bmp"	"RleDs\\rleDmask214.bmp"	"EOR"
"rleD"	270	"Needle Missile"	16	16	36	6	"RleDs\\rleD_216.bmp"	"RleDs\\rleDmask216.bmp"	"EOR"
"rleD"	272	"Pursuit Missile"	24	24	36	6	"RleDs\\rleD_218.bmp"	"RleDs\\rleDmask218.bmp"	"EOR"
"rleD"	274	"SAD Module"	16	16	36	6	"RleDs\\rleD_226.bmp"	"RleDs\\rleDmask226.bmp"	"EOR"
"rleD"	276	"Plasma Siphon"	32	32	36	6	"RleDs\\rleD_222.bmp"	"RleDs\\rleDmask222.bmp"	"EOR"
"rleD"	278	"Hunter Missile"	24	24	36	6	"RleDs\\rleD_224.bmp"	"RleDs\\rleDmask224.bmp"	"EOR"
"rleD"	280	"SAE Module"	16	16	36	6	"RleDs\\rleD_220.bmp"	"RleDs\\rleDmask220.bmp"	"EOR"
"rleD"	1134	"SA (ST)"	32	32	36	6	"RleDs\\rleD_1000.bmp"	"RleDs\\rleDmask1000.bmp"	"EOR"
"rleD"	1136	"UE Freighter"	96	96	36	6	"RleDs\\rleD_1002.bmp"	"RleDs\\rleDmask1002.bmp"	"EOR"
"rleD"	1138	"UE Fighter"	32	32	36	6	"RleDs\\rleD_1004.bmp"	"RleDs\\rleDmask1004.bmp"	"EOR"
"rleD"	1140	"UE Destroyer"	64	64	36	6	"RleDs\\rleD_1006.bmp"	"RleDs\\rleDmask1006.bmp"	"EOR"
"rleD"	1142	"UE Carrier"	80	80	36	6	"RleDs\\rleD_1008.bmp"	"RleDs\\rleDmask1008.bmp"	"EOR"
"rleD"	1144	"Voinian Supply Ship"	48	48	36	6	"RleDs\\rleD_1010.bmp"	"RleDs\\rleDmask1010.bmp"	"EOR"
"rleD"	1146	"Voinian Heavy Fighter"	32	32	36	6	"RleDs\\rleD_1012.bmp"	"RleDs\\rleDmask1012.bmp"	"EOR"
"rleD"	1148	"Voinian Frigate"	64	64	36	6	"RleDs\\rleD_1014.bmp"	"RleDs\\rleDmask1014.bmp"	"EOR"
"rleD"	1150	"Voinian Cruiser"	96	96	36	6	"RleDs\\rleD_1016.bmp"	"RleDs\\rleDmask1016.bmp"	"EOR"
"rleD"	1152	"UE Scoutship"	40	40	36	6	"RleDs\\rleD_1018.bmp"	"RleDs\\rleDmask1018.bmp"	"EOR"
"rleD"	1154	"Freight-courier"	56	56	36	6	"RleDs\\rleD_1020.bmp"	"RleDs\\rleDmask1020.bmp"	"EOR"
"rleD"	1156	"Voinian Dreadnought"	120	120	36	6	"RleDs\\rleD_1022.bmp"	"RleDs\\rleDmask1022.bmp"	"EOR"
"rleD"	1158	"Voinian Interceptor"	32	32	36	6	"RleDs\\rleD_1024.bmp"	"RleDs\\rleDmask1024.bmp"	"EOR"
"rleD"	1160	"Krait"	32	32	36	6	"RleDs\\rleD_1026.bmp"	"RleDs\\rleDmask1026.bmp"	"EOR"
"rleD"	1162	"Turncoat"	56	56	36	6	"RleDs\\rleD_1028.bmp"	"RleDs\\rleDmask1028.bmp"	"EOR"
"rleD"	1164	"Helian"	40	40	36	6	"RleDs\\rleD_1030.bmp"	"RleDs\\rleDmask1030.bmp"	"EOR"
"rleD"	1166	"UE Cruiser"	96	96	36	6	"RleDs\\rleD_1032.bmp"	"RleDs\\rleDmask1032.bmp"	"EOR"
"rleD"	1168	"Miranu Courier"	40	40	36	6	"RleDs\\rleD_1036.bmp"	"RleDs\\rleDmask1036.bmp"	"EOR"
"rleD"	1170	"Miranu Freighter"	56	56	36	6	"RleDs\\rleD_1038.bmp"	"RleDs\\rleDmask1038.bmp"	"EOR"
"rleD"	1172	"Miranu Heavy Freighter"	80	80	36	6	"RleDs\\rleD_1040.bmp"	"RleDs\\rleDmask1040.bmp"	"EOR"
"rleD"	1174	"Crescent Fighter"	32	32	36	6	"RleDs\\rleD_1042.bmp"	"RleDs\\rleDmask1042.bmp"	"EOR"
"rleD"	1176	"Trader's Arada"	48	48	36	6	"RleDs\\rleD_1044.bmp"	"RleDs\\rleDmask1044.bmp"	"EOR"
"rleD"	1178	"Crescent Warship"	72	72	36	6	"RleDs\\rleD_1046.bmp"	"RleDs\\rleDmask1046.bmp"	"EOR"
"rleD"	1180	"Zidara"	56	56	36	6	"RleDs\\rleD_1048.bmp"	"RleDs\\rleDmask1048.bmp"	"EOR"
"rleD"	1182	"En. Azdara"	48	48	36	6	"RleDs\\rleD_1050.bmp"	"RleDs\\rleDmask1050.bmp"	"EOR"
"rleD"	1184	"Mod. Igazra"	80	80	36	6	"RleDs\\rleD_1052.bmp"	"RleDs\\rleDmask1052.bmp"	"EOR"
"rleD"	1186	"Azdgari Warship"	72	72	36	6	"RleDs\\rleD_1054.bmp"	"RleDs\\rleDmask1054.bmp"	"EOR"
"rleD"	1188	"En. Arada"	48	48	36	6	"RleDs\\rleD_1058.bmp"	"RleDs\\rleDmask1058.bmp"	"EOR"
"rleD"	1190	"Zidagar Fighter"	32	32	36	6	"RleDs\\rleD_1060.bmp"	"RleDs\\rleDmask1060.bmp"	"EOR"
"rleD"	1192	"Emalgha Fighter"	24	24	36	6	"RleDs\\rleD_1062.bmp"	"RleDs\\rleDmask1062.bmp"	"EOR"
"rleD"	1194	"Emalgha Warship"	56	56	36	6	"RleDs\\rleD_1064.bmp"	"RleDs\\rleDmask1064.bmp"	"EOR"
"rleD"	1196	"Miranu Gunship"	48	48	36	6	"RleDs\\rleD_1068.bmp"	"RleDs\\rleDmask1068.bmp"	"EOR"
"rleD"	1198	"Igadzra Arada"	48	48	36	6	"RleDs\\rleD_1072.bmp"	"RleDs\\rleDmask1072.bmp"	"EOR"
"rleD"	1200	"Zachit Arada"	48	48	36	6	"RleDs\\rleD_1074.bmp"	"RleDs\\rleDmask1074.bmp"	"EOR"
"rleD"	1202	"Zachit Fighter"	32	32	36	6	"RleDs\\rleD_1076.bmp"	"RleDs\\rleDmask1076.bmp"	"EOR"
"rleD"	1204	"Lazira"	64	64	36	6	"RleDs\\rleD_1080.bmp"	"RleDs\\rleDmask1080.bmp"	"EOR"
"rleD"	1206	"Cargo Transporter"	48	48	36	6	"RleDs\\rleD_1082.bmp"	"RleDs\\rleDmask1082.bmp"	"EOR"
"rleD"	1208	"Escape Pod"	16	16	36	6	"RleDs\\rleD_1100.bmp"	"RleDs\\rleDmask1100.bmp"	"EOR"

"Resource Type"	"ID"	"Name"	"Sprite"	"Mask"	"X Size"	"Y Size"	"X Tiles"	"Y Tiles"	"End-of-resource"
"spin"	1056	"Habitable 1"	2066	2101	80	75	1	1	"EOR"
"spin"	1066	"Habitable 2"	2067	2101	80	75	1	1	"EOR"
"spin"	1067	"Habitable 3"	2068	2109	80	75	1	1	"EOR"
"spin"	1068	"Habitable 4"	2069	2101	80	75	1	1	"EOR"
"spin"	1069	"Habitable 5"	2070	2101	80	75	1	1	"EOR"
