"Format"	"EVNEW text 1.0.1"
"Created by"	"EVNEW Public Beta 1.0.2"
"Number of resources"	1032

"Resource Type"	"ID"	"Name"	"Cash"	"Ship Type"	"System 1"	"System 2"	"System 3"	"System 4"	"Government 1"	"Status 1"	"Government 2"	"Status 2"	"Government 3"	"Status 3"	"Government 4"	"Status 4"	"Combat Rating"	"Intro Pict 1"	"Intro Pict 2"	"Intro Pict 3"	"Intro Pict 4"	"Pict Delay 1"	"Pict Delay 2"	"Pict Delay 3"	"Pict Delay 4"	"Intro Text"	"On Start"	"Start Day"	"Start Month"	"Start Year"	"Date Prefix"	"Date Suffix"	"Flags"	"End-of-resource"
"char"	128	".Trader"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	8200	-1	-1	-1	45	-1	-1	-1	20000	""	29	4	2248	""	""	0x0001	"EOR"

"Resource Type"	"ID"	"Name"	"Width"	"Height"	"BPP"	"Icon Filename"	"Mask Filename"	"End-of-resource"
"cicn"	1000	""	8	8	4	"Cicns\\cicn1000.bmp"	"Cicns\\cicnmask1000.bmp"	"EOR"
"cicn"	1001	""	16	16	4	"Cicns\\cicn1001.bmp"	"Cicns\\cicnmask1001.bmp"	"EOR"
"cicn"	1002	""	24	24	4	"Cicns\\cicn1002.bmp"	"Cicns\\cicnmask1002.bmp"	"EOR"
"cicn"	1003	""	32	32	4	"Cicns\\cicn1003.bmp"	"Cicns\\cicnmask1003.bmp"	"EOR"
"cicn"	1004	""	40	40	4	"Cicns\\cicn1004.bmp"	"Cicns\\cicnmask1004.bmp"	"EOR"
"cicn"	1005	""	48	48	4	"Cicns\\cicn1005.bmp"	"Cicns\\cicnmask1005.bmp"	"EOR"
"cicn"	1006	""	40	40	4	"Cicns\\cicn1006.bmp"	"Cicns\\cicnmask1006.bmp"	"EOR"
"cicn"	1007	""	32	32	4	"Cicns\\cicn1007.bmp"	"Cicns\\cicnmask1007.bmp"	"EOR"
"cicn"	1008	""	8	8	4	"Cicns\\cicn1008.bmp"	"Cicns\\cicnmask1008.bmp"	"EOR"
"cicn"	1009	""	16	16	4	"Cicns\\cicn1009.bmp"	"Cicns\\cicnmask1009.bmp"	"EOR"
"cicn"	1010	""	24	24	4	"Cicns\\cicn1010.bmp"	"Cicns\\cicnmask1010.bmp"	"EOR"
"cicn"	1011	""	32	32	4	"Cicns\\cicn1011.bmp"	"Cicns\\cicnmask1011.bmp"	"EOR"
"cicn"	1012	""	40	40	4	"Cicns\\cicn1012.bmp"	"Cicns\\cicnmask1012.bmp"	"EOR"
"cicn"	1013	""	48	48	4	"Cicns\\cicn1013.bmp"	"Cicns\\cicnmask1013.bmp"	"EOR"
"cicn"	1014	""	40	40	4	"Cicns\\cicn1014.bmp"	"Cicns\\cicnmask1014.bmp"	"EOR"
"cicn"	1015	""	32	32	4	"Cicns\\cicn1015.bmp"	"Cicns\\cicnmask1015.bmp"	"EOR"

"Resource Type"	"ID"	"Name"	"X Position"	"Y Position"	"X Size"	"Y Size"	"Active On"	"On Explore"	"End-of-resource"
"nebu"	128	"Ji Nebula"	-300	-400	180	180	""	""	"EOR"
"nebu"	129	"Proxima Nebula"	15	120	180	180	""	""	"EOR"
"nebu"	130	"North Tip Asteroid belt"	10	-475	360	180	""	""	"EOR"

"Resource Type"	"ID"	"Name"	"Stellar"	"Commodity"	"Price Change"	"Duration"	"Random"	"Active On"	"End-of-resource"
"oops"	128	"Paaren station news"	-2	-1	0	30	0	"b5"	"EOR"
"oops"	129	"UE Cruiser news"	-2	-1	0	30	0	"b6"	"EOR"
"oops"	130	"Huron news"	-2	-1	0	30	0	"b12"	"EOR"
"oops"	131	"Avann offensive news"	-2	-1	0	30	0	"b13"	"EOR"
"oops"	132	"Obron offensive news"	-2	-1	0	30	0	"b14"	"EOR"
"oops"	133	"Miranu treaty news"	-2	-1	0	30	0	"b8"	"EOR"
"oops"	134	"The Rock news"	-2	-1	0	30	0	"b143"	"EOR"
"oops"	135	"NPD news"	-2	-1	0	30	0	"b159"	"EOR"
"oops"	136	"New Calcutta news"	-2	-1	0	20	0	"b169"	"EOR"
"oops"	137	"Ski Resort news"	-2	-1	0	20	0	"b147"	"EOR"
"oops"	138	"Outpost Zachit news"	-2	-1	0	25	0	"b195"	"EOR"
"oops"	139	"Council news"	-2	-1	0	50	0	"b213"	"EOR"
"oops"	140	"A recession"	377	1	-250	14	3	"!b1008"	"EOR"
"oops"	141	"A serious drought"	376	0	100	28	3	"!b1008"	"EOR"
"oops"	142	"A large quantity of skulls"	350	3	-200	14	2	"!b1008"	"EOR"
"oops"	143	"A successful raider"	344	3	500	14	2	"!b1008"	"EOR"
"oops"	144	"A Zidagar offensive"	358	2	200	14	3	"!b1008"	"EOR"
"oops"	145	"An Igadzra offensive"	324	2	200	7	4	"!b1008"	"EOR"
"oops"	146	"An enormous food surplus"	359	0	-60	14	5	"!b1008"	"EOR"
"oops"	147	"An incredible harvest"	322	0	-50	28	2	"!b1008"	"EOR"
"oops"	148	"A manufacturing surplus"	306	1	-100	7	4	"!b1008"	"EOR"
"oops"	149	"Industrial expansion"	304	1	150	14	2	"!b1008"	"EOR"
"oops"	150	"A massive brawl"	276	2	400	7	10	"!b1008"	"EOR"
"oops"	151	"A new invention"	264	5	-100	21	3	"!b1008"	"EOR"
"oops"	152	"A bizarre training accident"	238	2	400	7	4	"!b1008"	"EOR"
"oops"	153	"Decreased demand"	235	1	-200	28	1	"!b1008"	"EOR"
"oops"	154	"Increased demand"	234	5	300	28	1	"!b1008"	"EOR"
"oops"	155	"The jubilant workforce"	229	5	-150	7	3	"!b1008"	"EOR"
"oops"	156	"Constant celebration"	226	3	500	14	3	"!b1008"	"EOR"
"oops"	157	"A Voinian attack"	194	5	250	7	4	"!b1008"	"EOR"
"oops"	158	"A supply shortfall"	170	0	100	7	5	""	"EOR"
"oops"	159	"Extreme boredom"	189	3	800	14	2	""	"EOR"
"oops"	160	"Renegade extortion"	184	3	250	7	2	""	"EOR"
"oops"	161	"An excessive renegade incursion"	181	5	100	14	2	""	"EOR"
"oops"	162	"An excessive renegade incursion"	180	4	50	14	2	""	"EOR"
"oops"	163	"The tourist season"	158	3	180	21	1	""	"EOR"
"oops"	164	"A new influx of colonists"	157	0	200	14	2	""	"EOR"
"oops"	165	"A new outbreak of plague"	154	2	300	14	1	""	"EOR"
"oops"	166	"An efficiency drive"	153	1	-80	7	3	""	"EOR"
"oops"	167	"A logistical problem"	148	5	200	7	5	""	"EOR"
"oops"	168	"A major pollution scare"	128	1	120	7	2	""	"EOR"
"oops"	169	"A good harvest"	258	0	-40	14	10	"!b1008"	"EOR"
"oops"	170	"A strike by monks"	183	2	250	28	1	""	"EOR"
"oops"	171	"A shortage of Munb leaves"	240	2	300	14	2	"!b1008"	"EOR"
"oops"	172	"Toxic rainfall"	364	2	500	4	1	"!b1008"	"EOR"
"oops"	173	"A mining accident"	152	2	600	7	5	""	"EOR"
"oops"	174	"A volcanic eruption"	355	2	600	7	5	"!b1008"	"EOR"
"oops"	175	"The discovery of a new vein of ore"	134	4	-100	7	15	""	"EOR"
"oops"	176	"A bumper harvest"	129	0	-50	28	5	""	"EOR"
"oops"	177	"A Voinian offensive"	136	2	500	7	3	""	"EOR"
"oops"	178	"A Voinian offensive"	138	2	200	7	3	""	"EOR"
"oops"	179	"A Voinian offensive"	143	2	500	7	3	""	"EOR"

"Resource Type"	"ID"	"Name"	"Display Weight"	"Mass"	"Tech Level"	"Mod Type 1"	"Mod Value 1"	"Mod Type 2"	"Mod Value 2"	"Mod Type 3"	"Mod Value 3"	"Mod Type 4"	"Mod Value 4"	"Max Count"	"Cost"	"Item Class"	"Scan Mask"	"Buy Random"	"Availability"	"On Purchase"	"On Sell"	"Contribute Bits"	"Require Bits"	"Short Name"	"Lower Case Name"	"Lower Case Plural Name"	"Requirments Government"	"Flags"	"End-of-resource"
"pers"	334	"Jason Whong"	10000	175	3	2	10	132	250000	125	-1	28	27	-1	""	-1	0	0	""	0x00000000	129	145	131	147	-3	4	-2	2	0	0	-10	20	0x0093	0x0000	"EOR"
"pers"	335	"John Cook"	10000	176	3	2	15	131	2500000	500	-1	29	29	-1	""	-1	0	0	""	0x00000000	129	130	131	0	2	1	1	0	0	10	10	0	0x0013	0x0000	"EOR"
"pers"	336	"David Dunham"	20001	175	3	2	15	150	50000	150	-1	30	30	-1	"b8"	-1	0	0	""	0x00000000	145	147	0	0	2	2	0	0	0	10	0	0	0x0013	0x0000	"EOR"
"pers"	337	"Elizabeth Rieb"	-1	137	2	2	10	151	1000000	500	-1	31	31	-1	""	-1	0	0	""	0x00000000	145	147	151	149	1	2	2	0	0	30	20	6	0x008B	0x0000	"EOR"
"pers"	338	"Kestelnon V"	10017	145	3	4	10	173	500000	125	-1	-1	33	-1	"b8"	-1	0	0	""	0x00000000	147	151	0	0	2	-2	0	0	20	-10	0	0	0x008B	0x0000	"EOR"
"pers"	339	"The Disco Bison"	-1	-1	3	4	1	161	0	5000	-1	33	34	-1	"b8"	-1	0	0	""	0x00000000	154	130	163	162	-3	-2	1	5	0	-10	0	500	0x008B	0x0000	"EOR"
"pers"	638	"Bounty Hunter"	-32000	154	3	3	50	151	10000	100	-1	-1	8	-1	""	-1	0	0	""	0x00000000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0080	0x0000	"EOR"

"Resource Type"	"ID"	"Name"	"Cargo"	"Shields"	"Shield Recharge"	"Armor"	"Armor Recharge"	"Acceleration"	"Max Speed"	"Turning"	"Fuel"	"Free Mass"	"Max Guns"	"Max Turrets"	"Tech Level"	"Cost"	"Death Delay"	"Explosion 1"	"Explosion 2"	"Display Weight"	"Mass"	"Length"	"Crew"	"Strength"	"Government"	"Escape Pod Count"	"Fuel Regeneration"	"Skill Variation"	"Availability"	"Appear On"	"On Purchase"	"Deionize"	"Max Ionization"	"Key Carried"	"Contribute Bits"	"Require Bits"	"Buy Random"	"Hire Random"	"On Capture"	"On Retire"	"Subtitle"	"Short Name"	"Communication Name"	"Long Name"	"Movie File"	"Escort AI"	"Escort Upgrade To"	"Escort Upgrade Cost"	"Escort Sell Value"	"Escort Type"	"Weapon 1"	"Weapon 2"	"Weapon 3"	"Weapon 4"	"Weapon 5"	"Weapon 6"	"Weapon 7"	"Weapon 8"	"Weapon 1 Count"	"Weapon 2 Count"	"Weapon 3 Count"	"Weapon 4 Count"	"Weapon 5 Count"	"Weapon 6 Count"	"Weapon 7 Count"	"Weapon 8 Count"	"Weapon 1 Ammo"	"Weapon 2 Ammo"	"Weapon 3 Ammo"	"Weapon 4 Ammo"	"Weapon 5 Ammo"	"Weapon 6 Ammo"	"Weapon 7 Ammo"	"Weapon 8 Ammo"	"Outfit 1"	"Outfit 2"	"Outfit 3"	"Outfit 4"	"Outfit 5"	"Outfit 6"	"Outfit 7"	"Outfit 8"	"Outfit 1 Count"	"Outfit 2 Count"	"Outfit 3 Count"	"Outfit 4 Count"	"Outfit 5 Count"	"Outfit 6 Count"	"Outfit 7 Count"	"Outfit 8 Count"	"Flags 1"	"Flags 2"	"Flags 3"	"End-of-resource"
"ship"	128	"Shuttle"	20	180	36	80	0	870	400	40	400	15	3	0	30	10000	45	0	1	0	30	8	1	1	-1	0	0	-1	""	""	""	1	5	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Shuttle"	"Shuttle"	"United Earth Liverpool shipyards S-685 shuttlecraft"	""	1	-1	0	0	-1	128	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0001	0x0000	0x0000	"EOR"
"ship"	129	"Freighter"	160	250	250	300	0	380	200	20	300	50	1	1	30	150000	80	0	1002	0	250	50	26	130	-1	0	100	-1	""	""	""	8	80	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Freighter"	"Freighter"	"United Earth Houston shipyards F-612 interstellar freighter"	""	1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x4009	0x0000	0x0000	"EOR"
"ship"	130	"UE Fighter"	1	150	43	50	0	1300	600	50	300	21	4	0	10	100000	40	0	1	0	10	8	1	1	128	0	0	-1	"b1"	""	""	6	36	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"UE Fighter"	"Fighter"	"United Earth Port-au-Prince shipyards AF-37 attack fighter"	""	3	-1	0	0	-1	128	130	-1	-1	-1	-1	-1	-1	4	1	0	0	0	0	0	0	0	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0020	0x0000	0x0100	"EOR"
"ship"	131	"UE Destroyer"	30	1200	38	400	0	700	300	30	400	35	3	3	10	2000000	100	1	1002	0	350	100	97	485	128	0	0	-1	"b2"	""	""	18	140	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"UE Destroyer"	"Destroyer"	"United Earth New England shipyards DS-11 destroyer"	""	3	-1	0	0	-1	129	130	131	-1	-1	-1	-1	-1	3	2	1	0	0	0	0	0	0	5	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0021	0x0000	0x0100	"EOR"
"ship"	132	"UE Carrier"	50	1500	23	800	0	280	150	10	600	45	4	4	10	6000000	150	2	102	0	600	200	413	2065	128	0	0	-1	"b2"	""	""	20	180	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"UE Carrier"	"Carrier"	"United Earth Alexandria shipyards CA-6 attack fighter carrier"	""	3	-1	0	0	-1	129	131	132	-1	-1	-1	-1	-1	3	2	1	0	0	0	0	0	0	10	5	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0001	0x0000	0x0100	"EOR"
"ship"	133	"Voinian Supply Ship"	250	40	2	400	0	240	150	20	600	40	2	2	20	300000	120	1	1001	0	500	40	51	255	129	0	0	-1	"b15"	""	""	12	175	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Supply Ship"	"Supply Ship"	"Voinian Svass class Supply Ship"	""	2	-1	0	0	-1	134	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0001	0x0000	0x0100	"EOR"
"ship"	134	"Voinian Heavy Fighter"	20	20	4	150	0	800	400	40	300	10	3	2	20	300000	80	0	1	0	35	10	4	4	129	0	0	-1	"b134"	""	""	8	80	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Voinian Fighter"	"Fighter"	"Voinian Demon class heavy fighter"	""	3	-1	0	0	-1	133	130	-1	-1	-1	-1	-1	-1	3	2	0	0	0	0	0	0	0	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0020	0x0000	0x0100	"EOR"
"ship"	135	"Voinian Frigate"	60	100	10	2500	0	480	220	20	500	55	4	4	20	5000000	150	2	1002	0	800	70	364	1820	129	0	0	-1	"b3"	""	""	20	225	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Voinian Frigate"	"Frigate"	"Voinian Hellfire class frigate"	""	3	-1	0	0	-1	134	136	-1	-1	-1	-1	-1	-1	2	1	0	0	0	0	0	0	0	25	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0031	0x0000	0x0100	"EOR"
"ship"	136	"Voinian Cruiser"	90	150	8	5000	0	240	150	10	600	80	6	6	25	14000000	200	0	0	0	1500	180	891	4455	129	0	0	-1	"b4"	""	""	18	300	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Voinian Cruiser"	"Cruiser"	"Voinian Borb class heavy cruiser"	""	3	-1	0	0	-1	134	136	135	-1	-1	-1	-1	-1	3	2	1	0	0	0	0	0	0	40	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0031	0x0000	0x0100	"EOR"
"ship"	137	"Scoutship"	40	250	31	50	0	750	400	40	800	30	3	1	10	100000	50	0	1001	0	50	18	2	2	-1	0	0	-1	""	""	""	3	25	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Scoutship"	"Scoutship"	"United Earth Portsmouth shipyards SS-15 scoutship"	""	2	-1	0	0	-1	128	-1	-1	-1	-1	-1	-1	-1	2	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0040	0x0000	0x0000	"EOR"
"ship"	138	"Freight-courier"	80	600	33	250	0	600	350	30	600	50	3	3	149	1000000	100	1	1002	0	180	80	46	230	-1	0	0	-1	""	""	""	10	120	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Freight-courier"	"Freighter"	"Frontier Express Crockett shipyards FC-5 freight-courier"	""	2	-1	0	0	-1	129	131	-1	-1	-1	-1	-1	-1	2	2	0	0	0	0	0	0	0	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0040	0x0000	0x0000	"EOR"
"ship"	139	"Voinian Dreadnought"	150	1500	23	15000	0	200	120	10	1000	150	12	12	32767	30000000	450	3	1003	0	4000	250	2080	10400	129	0	0	-1	""	""	""	25	500	0	0x0000000000000000	0x0000000000000000	0	0	""	""	""	"Dreadnought"	"Dreadnought"	"Voinian Vengeance class Dreadnought"	""	3	-1	0	0	-1	161	138	160	-1	-1	-1	-1	-1	3	1	6	0	0	0	0	0	120	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0051	0x0000	0x0000	"EOR"
"ship"	140	"Voinian Interceptor"	10	10	1	100	0	1000	500	40	200	10	3	0	20	200000	65	0	1	0	25	12	2	2	129	0	0	-1	"b134"	""	""	5	60	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Interceptor"	"Fighter"	"Voinian Devil class interceptor"	""	3	-1	0	0	-1	133	130	-1	-1	-1	-1	-1	-1	2	1	0	0	0	0	0	0	0	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0020	0x0000	0x0100	"EOR"
"ship"	141	"Krait"	0	80	40	1	0	1400	700	50	200	20	4	0	35	50000	25	0	1	0	8	6	1	1	-1	0	0	-1	""	""	""	5	25	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Krait"	"Fighter"	"Profit Enterprises Gribn shipyards LF-61 Krait class light fighter"	""	3	-1	0	0	-1	128	-1	-1	-1	-1	-1	-1	-1	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0020	0x0000	0x0000	"EOR"
"ship"	142	"Turncoat"	65	750	38	300	0	560	240	20	500	50	3	3	40	1500000	80	2	1002	0	300	80	101	505	-1	0	0	-1	""	""	""	10	110	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Turncoat"	"Turncoat"	"Liberty Industries Freeport shipyards EF-22 Turncoat class light frigate"	""	3	-1	0	0	-1	129	141	140	-1	-1	-1	-1	-1	2	1	2	0	0	0	0	0	0	3	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0021	0x0000	0x0000	"EOR"
"ship"	143	"Helian"	50	350	44	100	0	640	360	30	400	40	4	2	35	250000	60	1	1001	0	75	30	6	30	-1	0	0	-1	""	""	""	12	80	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Helian"	"Helian"	"Craftsmen's Guild Iothe Prime shipyards TC-121 Helian class clipper"	""	3	-1	0	0	-1	128	140	-1	-1	-1	-1	-1	-1	3	1	0	0	0	0	0	0	0	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0020	0x0000	0x0000	"EOR"
"ship"	144	"UE Cruiser"	50	3000	50	1000	0	450	200	20	500	40	5	5	10	10500000	160	3	1003	0	1000	160	609	3045	128	0	0	-1	"b6"	"b6"	""	24	320	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"UE Cruiser"	"Cruiser"	"United Earth New Taranto shipyards PC-1 patrol cruiser"	""	3	-1	0	0	-1	129	130	131	132	-1	-1	-1	-1	4	3	2	1	0	0	0	0	0	15	15	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0029	0x0000	0x0100	"EOR"
"ship"	145	"The Nadir"	5	1500	150	500	0	700	300	30	0	5	4	4	32767	100000000	120	2	1003	0	400	85	206	1030	132	0	0	-1	"b0"	""	""	15	150	0	0x0000000000000000	0x0000000000000000	0	0	""	""	""	"The Nadir"	"Turncoat"	"The Nadir"	""	1	-1	0	0	-1	129	141	140	130	-1	-1	-1	-1	4	1	3	2	0	0	0	0	0	6	200	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0040	0x0000	0x0100	"EOR"
"ship"	146	"Miranu Courier"	60	400	21	100	0	600	350	30	1500	30	2	2	45	500000	60	0	1001	0	70	35	5	5	130	0	0	-1	""	""	""	20	100	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Miranu Courier"	"Courier"	"Miranu Mira shipyards 1011C courier"	""	1	-1	0	0	-1	145	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0022	0x0000	0x0000	"EOR"
"ship"	147	"Miranu Freighter"	240	600	27	250	0	480	240	20	1000	40	3	3	45	800000	90	1	1002	0	180	70	34	170	130	0	0	-1	""	""	""	20	120	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Miranu Freighter"	"Freighter"	"Miranu Mira shipyards 618F freighter"	""	1	-1	0	0	-1	145	150	-1	-1	-1	-1	-1	-1	1	2	0	0	0	0	0	0	0	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0000	0x0000	0x0000	"EOR"
"ship"	148	"Miranu Heavy Freighter"	500	800	27	400	0	300	170	10	800	50	2	2	45	1200000	120	2	1002	0	400	100	53	265	130	0	0	-1	""	""	""	20	150	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Heavy Freighter"	"Freighter"	"Miranu Kitrak shipyards 247F bulk freighter"	""	1	-1	0	0	-1	145	150	-1	-1	-1	-1	-1	-1	1	3	0	0	0	0	0	0	0	15	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0001	0x0000	0x0000	"EOR"
"ship"	149	"Crescent Fighter"	5	200	67	1	0	2000	900	60	300	45	5	1	50	800000	20	0	1	0	8	15	1	1	-1	0	0	-1	""	""	""	20	80	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Crescent Fighter"	"Fighter"	"Generic trans-Crescent light attack fighter"	""	3	-1	0	0	-1	142	-1	-1	-1	-1	-1	-1	-1	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0024	0x0000	0x0000	"EOR"
"ship"	150	"Arada"	40	500	50	100	0	1200	600	40	500	80	4	2	85	1000000	45	1	1	0	30	35	3	3	-1	0	0	-1	""	""	""	20	120	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Arada"	"Arada"	"Generic Arada class multi-purpose vessel"	""	3	-1	0	0	-1	142	-1	-1	-1	-1	-1	-1	-1	4	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0004	0x0000	0x0000	"EOR"
"ship"	151	"Crescent Warship"	70	2500	42	250	0	600	350	20	500	35	4	4	50	9000000	60	2	1003	0	100	120	61	305	-1	0	0	-1	""	""	""	30	300	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Crescent Warship"	"Warship"	"Generic trans-Crescent medium warship"	""	3	-1	0	0	-1	145	149	147	-1	-1	-1	-1	-1	3	1	2	0	0	0	0	0	0	3	15	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0022	0x0000	0x0000	"EOR"
"ship"	152	"Zidara"	15	1600	32	150	0	900	500	40	400	30	3	3	55	5500000	55	2	1002	0	75	110	33	165	144	0	20	-1	"b9"	""	""	24	200	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Zidara"	"Destroyer"	"Zidagar Tumni shipyards Zidara class destroyer escort"	""	3	-1	0	0	-1	145	151	146	152	-1	-1	-1	-1	2	2	2	1	0	0	0	0	0	10	0	2	-1	-1	-1	-1	199	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0x4042	0x0000	0x0100	"EOR"
"ship"	153	"Azdara"	1	160	400	1	0	3600	1100	80	500	27	5	0	60	1500000	15	0	1	0	5	12	1	1	146	0	0	-1	"b148"	""	""	15	40	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Azdara"	"Fighter"	"Azdgari Dames craftworks Azdara class light fighter"	""	3	-1	0	0	-1	144	-1	-1	-1	-1	-1	-1	-1	3	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0044	0x0000	0x0100	"EOR"
"ship"	154	"Igazra"	40	5000	33	400	0	550	260	20	800	40	5	5	65	15000000	80	2	1003	0	150	240	52	260	145	0	0	-1	"b11"	""	""	40	350	0	0x0000000000000000	0x0000000000000000	100	100	""	""	""	"Igazra"	"Warship"	"Igadzra shipyards Igazra class heavy warship"	""	3	-1	0	0	-1	145	162	151	-1	-1	-1	-1	-1	5	3	2	0	0	0	0	0	0	30	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0040	0x0000	0x0100	"EOR"
"ship"	155	"Azdgari Warship"	55	2500	63	250	0	700	350	30	500	20	4	4	32767	12000000	60	2	1003	0	100	120	61	301	-1	0	0	-1	""	""	""	35	350	0	0x0000000000000000	0x0000000000000000	0	0	""	""	""	"Azdgari Warship"	"Warship"	"Azdgari Warship"	""	3	-1	0	0	-1	145	148	-1	-1	-1	-1	-1	-1	4	1	0	0	0	0	0	0	0	6	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0042	0x0000	0x0000	"EOR"
"ship"	156	"Renegade Arada"	40	500	50	100	0	1200	600	40	500	30	4	2	32767	1200000	45	1	2	0	30	35	3	3	-1	0	0	-1	""	""	""	22	130	0	0x0000000000000000	0x0000000000000000	0	0	""	""	""	"Renegade Arada"	"Arada"	"Renegade Arada"	""	3	-1	0	0	-1	142	151	-1	-1	-1	-1	-1	-1	4	2	0	0	0	0	0	0	0	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0x0024	0x0000	0x0000	"EOR"
